ダウンロードした時刻：2024/01/3019:23:05

,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄
2022/5/27,21.0,8,1,59.5,0,8,1,大雨後曇,8,1,24.6,8,1,19.2,8,1,0,1,8,1,16.5,8,1,24.0,0,8,1,雨一時曇,8,1,18.0,8,1,14.0,8,1,0,1,8,1,22.0,8,1,17.5,0,8,1,晴時々曇,8,1,26.3,8,1,18.2,8,1,0,1,8,1,19.2,8,1,0.0,8,1,,0,1,24.5,8,1,14.5,8,1,0,8,1,21.9,8,1,46.0,0,8,1,大雨時々曇,8,1,23.2,8,1,21.0,8,1,0,1,8,1
2022/5/28,22.4,8,1,0,1,8,1,晴,8,1,27.7,8,1,16.8,8,1,0,1,8,1,14.2,8,1,8.5,0,8,1,雨時々曇,8,1,16.8,8,1,12.4,8,1,0,1,8,1,23.5,8,1,0,1,8,1,薄曇時々晴,8,1,27.5,8,1,18.3,8,1,0,1,8,1,19.6,8,1,0.0,8,1,,0,1,26.6,8,1,12.8,8,1,0,8,1,23.7,8,1,42.5,0,8,1,雨時々曇,8,1,26.5,8,1,21.8,8,1,0,1,8,1
2022/5/29,24.1,8,1,0,1,8,1,快晴,8,1,31.2,8,1,16.6,8,1,0,1,8,1,12.4,8,1,7.0,0,8,1,雨時々曇一時晴,8,1,14.7,8,1,11.2,8,1,0,1,8,1,25.2,8,1,0,1,8,1,晴,8,1,31.8,8,1,19.2,8,1,0,1,8,1,20.3,8,1,2.0,8,1,,0,1,27.9,8,1,14.0,8,1,0,8,1,26.7,8,1,1.0,0,8,1,曇後晴、霧を伴う,8,1,29.3,8,1,23.9,8,1,0,1,8,1
2022/5/30,22.3,8,1,0,1,8,1,晴後一時曇,8,1,27.8,8,1,18.8,8,1,0,1,8,1,15.6,8,1,0,1,8,1,晴後時々薄曇,8,1,22.6,8,1,11.3,8,1,0,1,8,1,22.5,8,1,9.0,0,8,1,曇時々雨一時晴,8,1,27.9,8,1,17.6,8,1,0,1,8,1,19.1,8,1,39.0,8,1,,0,1,22.6,8,1,15.5,8,1,0,8,1,27.5,8,1,0.0,0,8,1,曇一時晴,8,1,29.9,8,1,25.9,8,1,0,1,8,1
2022/5/31,18.7,8,1,19.0,0,8,1,曇時々雨,8,1,20.4,8,1,16.6,8,1,0,1,8,1,11.7,8,1,16.5,0,8,1,曇後雨,8,1,14.5,8,1,10.5,8,1,0,1,8,1,20.8,8,1,2.5,0,8,1,曇時々晴一時雨,8,1,26.6,8,1,17.5,8,1,0,1,8,1,20.2,8,1,2.5,8,1,,0,1,25.4,8,1,15.6,8,1,0,8,1,25.4,8,1,162.5,0,8,1,大雨時々曇、雷を伴う,8,1,28.2,8,1,24.1,8,1,0,1,8,1
2022/6/1,21.8,8,1,0.0,0,8,1,薄曇,8,1,27.1,8,1,17.3,8,1,0,1,8,1,12.7,8,1,5.0,0,8,1,曇一時雨,8,1,15.9,8,1,10.9,8,1,0,1,8,1,21.3,8,1,0,1,8,1,薄曇,8,1,27.2,8,1,15.4,8,1,0,1,8,1,18.1,8,1,0.0,8,1,,0,1,23.1,8,1,12.2,8,1,0,8,1,26.9,8,1,0.5,0,8,1,曇時々晴,8,1,29.6,8,1,24.3,8,1,0,1,8,1
2022/6/2,22.5,8,1,0,1,8,1,晴,8,1,28.1,8,1,17.6,8,1,0,1,8,1,13.7,8,1,0.0,0,8,1,曇一時雨,8,1,17.8,8,1,11.8,8,1,0,1,8,1,23.2,8,1,0,1,8,1,快晴,8,1,29.2,8,1,17.5,8,1,0,1,8,1,20.1,8,1,0.0,8,1,,0,1,27.2,8,1,13.6,8,1,0,8,1,24.8,8,1,29.0,0,8,1,雨一時曇,8,1,27.9,8,1,23.6,8,1,0,1,8,1
2022/6/3,20.6,8,1,5.0,0,8,1,薄曇後時々雨、雷を伴う,8,1,27.2,8,1,17.3,8,1,0,1,8,1,12.7,8,1,0.0,0,8,1,曇後晴,8,1,15.2,8,1,11.4,8,1,0,1,8,1,24.0,8,1,0.0,0,8,1,晴後一時曇,8,1,29.1,8,1,19.9,8,1,0,1,8,1,21.1,8,1,0.0,8,1,,0,1,29.0,8,1,13.5,8,1,0,8,1,25.5,8,1,52.0,0,8,1,曇時々大雨、雷を伴う,8,1,27.7,8,1,24.2,8,1,0,1,8,1
2022/6/4,20.3,8,1,0,1,8,1,晴一時薄曇,8,1,25.6,8,1,15.8,8,1,0,1,8,1,11.6,8,1,0.0,0,8,1,曇時々晴,8,1,15.0,8,1,8.9,8,1,0,1,8,1,22.9,8,1,0,1,8,1,晴,8,1,29.2,8,1,17.7,8,1,0,1,8,1,22.0,8,1,0.0,8,1,,0,1,30.0,8,1,13.1,8,1,0,8,1,24.8,8,1,14.5,0,8,1,雨一時曇,8,1,25.4,8,1,24.4,8,1,0,1,8,1
2022/6/5,21.5,8,1,0.0,0,8,1,曇,8,1,26.2,8,1,18.2,8,1,0,1,8,1,12.2,8,1,0,1,8,1,晴,8,1,15.5,8,1,7.9,8,1,0,1,8,1,21.5,8,1,6.5,0,8,1,曇後時々雨,8,1,25.5,8,1,18.7,8,1,0,1,8,1,18.1,8,1,43.0,8,1,,0,1,20.3,8,1,16.2,8,1,0,8,1,27.5,8,1,2.0,0,8,1,曇時々晴一時雨,8,1,30.4,8,1,25.2,8,1,0,1,8,1
2022/6/6,16.6,8,1,43.5,0,8,1,大雨,8,1,18.4,8,1,15.7,8,1,0,1,8,1,14.1,8,1,0,1,8,1,薄曇,8,1,18.8,8,1,11.3,8,1,0,1,8,1,19.9,8,1,17.0,0,8,1,雨一時曇,8,1,23.1,8,1,17.4,8,1,0,1,8,1,18.7,8,1,21.0,8,1,,0,1,22.6,8,1,16.4,8,1,0,8,1,26.1,8,1,11.5,0,8,1,曇時々雨,8,1,28.0,8,1,23.7,8,1,0,1,8,1
2022/6/7,16.8,8,1,3.5,0,8,1,曇時々雨,8,1,19.8,8,1,15.3,8,1,0,1,8,1,14.4,8,1,0,1,8,1,晴一時薄曇,8,1,19.0,8,1,9.0,8,1,0,1,8,1,20.5,8,1,0,1,8,1,晴後一時曇,8,1,24.9,8,1,16.8,8,1,0,1,8,1,19.0,8,1,0.0,8,1,,0,1,25.1,8,1,13.4,8,1,0,8,1,23.3,8,1,24.0,0,8,1,雨後曇,8,1,25.3,8,1,21.5,8,1,0,1,8,1
2022/6/8,17.2,8,1,0.0,0,8,1,曇,8,1,20.5,8,1,14.7,8,1,0,1,8,1,13.6,8,1,0,1,8,1,晴一時曇,8,1,18.0,8,1,9.9,8,1,0,1,8,1,20.9,8,1,0,1,8,1,晴一時曇,8,1,26.7,8,1,15.2,8,1,0,1,8,1,20.0,8,1,0.0,8,1,,0,1,26.7,8,1,14.5,8,1,0,8,1,23.9,8,1,4.0,0,8,1,雨時々曇,8,1,26.8,8,1,22.2,8,1,0,1,8,1
2022/6/9,19.1,8,1,0.0,0,8,1,曇時々雨後晴,8,1,24.7,8,1,15.9,8,1,0,1,8,1,14.6,8,1,0,1,8,1,晴時々曇,8,1,20.9,8,1,9.2,8,1,0,1,8,1,22.8,8,1,0,1,8,1,晴,8,1,28.8,8,1,17.3,8,1,0,1,8,1,21.1,8,1,0.0,8,1,,0,1,27.7,8,1,14.3,8,1,0,8,1,22.9,8,1,10.0,0,8,1,雨,8,1,24.7,8,1,21.6,8,1,0,1,8,1
2022/6/10,21.2,8,1,0.0,0,8,1,曇一時晴,8,1,25.2,8,1,18.0,8,1,0,1,8,1,17.3,8,1,0.0,0,8,1,晴,8,1,21.7,8,1,12.8,8,1,0,1,8,1,24.1,8,1,0,1,8,1,晴後薄曇,8,1,29.0,8,1,21.1,8,1,0,1,8,1,21.4,8,1,0.0,8,1,,0,1,25.9,8,1,16.6,8,1,0,8,1,25.8,8,1,0.0,0,8,1,曇時々雨,8,1,27.6,8,1,23.2,8,1,0,1,8,1
2022/6/11,21.9,8,1,0.5,0,8,1,曇,8,1,25.4,8,1,19.4,8,1,0,1,8,1,15.7,8,1,1.0,0,8,1,晴時々曇一時雨,8,1,21.4,8,1,12.7,8,1,0,1,8,1,22.0,8,1,1.5,0,8,1,雨時々曇,8,1,24.2,8,1,19.9,8,1,0,1,8,1,17.8,8,1,16.5,8,1,,0,1,20.1,8,1,16.3,8,1,0,8,1,26.0,8,1,60.5,0,8,1,大雨時々曇,8,1,27.2,8,1,23.6,8,1,0,1,8,1
2022/6/12,21.4,8,1,0.5,0,8,1,曇時々晴一時雨,8,1,26.6,8,1,18.0,8,1,0,1,8,1,13.5,8,1,0.0,0,8,1,晴一時曇,8,1,16.4,8,1,11.5,8,1,0,1,8,1,22.6,8,1,0.0,0,8,1,晴,8,1,27.7,8,1,18.6,8,1,0,1,8,1,20.3,8,1,0.0,8,1,,0,1,26.3,8,1,13.8,8,1,0,8,1,25.2,8,1,1.0,0,8,1,曇時々雨,8,1,26.5,8,1,24.2,8,1,0,1,8,1
2022/6/13,21.2,8,1,0,1,8,1,薄曇一時晴,8,1,27.4,8,1,17.0,8,1,0,1,8,1,16.1,8,1,0,1,8,1,薄曇後一時晴,8,1,19.5,8,1,12.7,8,1,0,1,8,1,22.1,8,1,0,1,8,1,曇,8,1,26.3,8,1,17.4,8,1,0,1,8,1,18.0,8,1,24.5,8,1,,0,1,20.1,8,1,16.6,8,1,0,8,1,27.5,8,1,53.5,0,8,1,曇一時雨,8,1,30.1,8,1,24.9,8,1,0,1,8,1
2022/6/14,17.3,8,1,0.5,0,8,1,曇後時々雨,8,1,18.6,8,1,15.4,8,1,0,1,8,1,15.5,5,1,0,1,8,1,快晴,8,1,20.6,5,1,11.6,8,1,0,1,8,1,19.9,8,1,13.0,0,8,1,雨一時曇,8,1,22.6,8,1,17.1,8,1,0,1,8,1,18.1,8,1,50.5,8,1,,0,1,20.0,8,1,16.0,8,1,0,8,1,28.2,8,1,5.5,0,8,1,晴時々曇,8,1,30.8,8,1,25.3,8,1,0,1,8,1
2022/6/15,16.9,8,1,3.0,0,8,1,雨時々曇一時霧雨,8,1,18.7,8,1,15.1,8,1,0,1,8,1,15.3,8,1,0.5,0,8,1,晴後曇,8,1,19.6,8,1,10.7,8,1,0,1,8,1,21.3,8,1,1.5,0,8,1,曇時々雨,8,1,27.2,8,1,17.9,8,1,0,1,8,1,20.9,8,1,4.5,8,1,,0,1,25.8,8,1,17.9,8,1,0,8,1,25.6,8,1,82.0,0,8,1,雨時々曇,8,1,29.0,8,1,22.8,8,1,0,1,8,1
2022/6/16,20.3,8,1,0,1,8,1,曇,8,1,24.1,8,1,17.3,8,1,0,1,8,1,16.5,8,1,7.5,0,8,1,雨一時曇,8,1,20.7,8,1,14.7,8,1,0,1,8,1,23.5,8,1,0.5,0,8,1,曇,8,1,27.2,8,1,20.3,8,1,0,1,8,1,21.2,8,1,0.0,8,1,,0,1,27.1,8,1,16.5,8,1,0,8,1,24.5,8,1,43.5,0,8,1,雨一時曇,8,1,27.2,8,1,23.5,8,1,0,1,8,1
2022/6/17,22.8,8,1,0,1,8,1,曇後一時晴,8,1,28.0,8,1,19.1,8,1,0,1,8,1,16.1,8,1,0.5,0,8,1,雨一時曇,8,1,18.5,8,1,15.3,8,1,0,1,8,1,25.3,8,1,0,1,8,1,曇一時晴,8,1,29.8,8,1,21.6,8,1,0,1,8,1,22.4,8,1,0.0,8,1,,0,1,28.5,8,1,16.6,8,1,0,8,1,25.7,8,1,88.5,0,8,1,曇後時々雨,8,1,28.4,8,1,23.6,8,1,0,1,8,1
2022/6/18,22.7,8,1,2.5,0,8,1,薄曇,8,1,25.9,8,1,19.9,8,1,0,1,8,1,20.1,8,1,0,1,8,1,晴一時曇,8,1,25.7,8,1,14.3,8,1,0,1,8,1,24.6,8,1,0.0,0,8,1,曇,8,1,28.3,8,1,22.8,8,1,0,1,8,1,23.5,8,1,0.0,8,1,,0,1,28.8,8,1,19.8,8,1,0,8,1,27.7,8,1,0.5,0,8,1,曇時々晴,8,1,31.7,8,1,24.4,8,1,0,1,8,1
2022/6/19,24.0,8,1,0,1,8,1,薄曇時々晴,8,1,28.9,8,1,19.5,8,1,0,1,8,1,20.8,8,1,8.0,0,8,1,曇一時雨,8,1,24.3,8,1,17.6,8,1,0,1,8,1,25.2,8,1,0,1,8,1,曇一時晴,8,1,30.0,8,1,22.1,8,1,0,1,8,1,23.0,8,1,0.0,8,1,,0,1,26.4,8,1,19.8,8,1,0,8,1,28.4,8,1,0.0,0,8,1,曇,8,1,31.3,8,1,27.0,8,1,0,1,8,1
2022/6/20,25.1,8,1,0,1,8,1,薄曇,8,1,30.3,8,1,21.4,8,1,0,1,8,1,18.1,8,1,0.0,0,8,1,晴一時曇,8,1,23.6,8,1,15.1,8,1,0,1,8,1,26.0,8,1,0,1,8,1,曇,8,1,29.2,8,1,23.9,8,1,0,1,8,1,22.3,8,1,10.0,8,1,,0,1,25.1,8,1,20.5,8,1,0,8,1,28.5,8,1,0,1,8,1,晴後一時薄曇,8,1,31.1,8,1,26.5,8,1,0,1,8,1
2022/6/21,25.2,8,1,0.5,0,8,1,薄曇後一時雨,8,1,30.1,8,1,22.2,8,1,0,1,8,1,18.0,8,1,0.0,0,8,1,晴一時曇,8,1,23.0,8,1,15.4,8,1,0,1,8,1,23.8,8,1,55.5,0,8,1,雨,8,1,25.1,8,1,22.1,8,1,0,1,8,1,22.6,8,1,75.0,8,1,,0,1,25.8,8,1,20.1,8,1,0,8,1,28.7,8,1,0,1,8,1,晴,8,1,31.5,8,1,27.3,8,1,0,1,8,1
2022/6/22,23.8,8,1,4.5,0,8,1,曇一時雨,8,1,28.6,8,1,21.4,8,1,0,1,8,1,19.9,8,1,0.0,0,8,1,曇一時晴,8,1,25.1,8,1,16.3,8,1,0,1,8,1,25.7,8,1,3.0,0,8,1,晴一時雨,8,1,30.2,8,1,22.2,8,1,0,1,8,1,23.5,8,1,7.5,8,1,,0,1,27.2,8,1,21.0,8,1,0,8,1,28.9,8,1,0,1,8,1,晴,8,1,31.6,8,1,27.0,8,1,0,1,8,1
2022/6/23,23.5,8,1,0.0,0,8,1,曇,8,1,26.2,8,1,21.6,8,1,0,1,8,1,17.0,8,1,3.5,0,8,1,雨一時曇,8,1,19.0,8,1,15.8,8,1,0,1,8,1,28.0,8,1,0.0,0,8,1,晴時々曇,8,1,32.4,8,1,24.5,8,1,0,1,8,1,26.4,8,1,0.0,8,1,,0,1,28.5,8,1,24.2,8,1,0,8,1,29.1,8,1,0,1,8,1,晴,8,1,32.6,8,1,26.8,8,1,0,1,8,1
2022/6/24,27.5,8,1,0,1,8,1,薄曇後一時晴,8,1,32.6,8,1,22.9,8,1,0,1,8,1,18.7,8,1,15.5,0,8,1,雨,8,1,22.1,8,1,16.7,8,1,0,1,8,1,29.9,8,1,0.0,0,8,1,晴一時薄曇,8,1,34.0,8,1,25.8,8,1,0,1,8,1,25.5,8,1,4.5,8,1,,0,1,27.4,8,1,24.2,8,1,0,8,1,29.4,8,1,0,1,8,1,晴,8,1,31.8,8,1,27.4,8,1,0,1,8,1
2022/6/25,30.0,8,1,0,1,8,1,快晴,8,1,35.4,8,1,25.9,8,1,0,1,8,1,24.0,8,1,0,1,8,1,晴一時曇,8,1,30.6,8,1,18.5,8,1,0,1,8,1,27.6,8,1,2.5,0,8,1,曇時々晴後雨、雷を伴う,8,1,31.5,8,1,24.9,8,1,0,1,8,1,23.2,8,1,18.5,8,1,,0,1,26.8,8,1,19.2,8,1,0,8,1,29.3,8,1,0.0,0,8,1,晴後曇,8,1,32.5,8,1,27.6,8,1,0,1,8,1
2022/6/26,29.6,8,1,0,1,8,1,晴,8,1,36.2,8,1,25.7,8,1,0,1,8,1,24.0,8,1,0.0,0,8,1,晴後曇,8,1,28.1,8,1,20.4,8,1,0,1,8,1,27.1,8,1,0,1,8,1,曇時々晴,8,1,31.5,8,1,23.9,8,1,0,1,8,1,23.6,8,1,14.0,8,1,,0,1,30.2,8,1,18.9,8,1,0,8,1,29.4,8,1,0,1,8,1,曇時々晴,8,1,32.1,8,1,27.7,8,1,0,1,8,1
2022/6/27,29.5,8,1,0,1,8,1,晴時々薄曇,8,1,35.7,8,1,24.1,8,1,0,1,8,1,20.1,8,1,1.0,0,8,1,曇一時晴,8,1,24.1,8,1,16.1,8,1,0,1,8,1,28.0,8,1,0,1,8,1,薄曇,8,1,32.1,8,1,25.2,8,1,0,1,8,1,25.0,8,1,0.0,8,1,,0,1,31.3,8,1,19.8,8,1,0,8,1,29.3,8,1,0.0,0,8,1,晴時々曇一時雨、雷を伴う,8,1,32.3,8,1,27.0,8,1,0,1,8,1
2022/6/28,29.2,8,1,0,1,8,1,晴,8,1,35.1,8,1,24.8,8,1,0,1,8,1,19.1,8,1,14.5,0,8,1,曇後雨,8,1,22.9,8,1,16.1,8,1,0,1,8,1,28.7,8,1,0,1,8,1,晴時々薄曇,8,1,33.2,8,1,25.1,8,1,0,1,8,1,25.0,8,1,0.0,8,1,,0,1,31.8,8,1,19.3,8,1,0,8,1,28.7,8,1,6.5,0,8,1,晴一時雨,8,1,31.2,8,1,26.7,8,1,0,1,8,1
2022/6/29,29.4,8,1,0,1,8,1,薄曇,8,1,35.4,8,1,25.3,8,1,0,1,8,1,19.3,8,1,13.0,0,8,1,雨時々曇,8,1,22.0,8,1,17.2,8,1,0,1,8,1,29.2,8,1,0,1,8,1,晴,8,1,33.6,8,1,26.3,8,1,0,1,8,1,25.5,8,1,0.0,8,1,,0,1,31.5,8,1,18.8,8,1,0,8,1,28.8,8,1,0,1,8,1,晴,8,1,31.7,8,1,27.1,8,1,0,1,8,1
2022/6/30,30.8,8,1,0,1,8,1,薄曇後晴,8,1,36.4,8,1,25.3,8,1,0,1,8,1,19.7,8,1,1.0,0,8,1,曇後一時晴,8,1,24.5,8,1,16.8,8,1,0,1,8,1,30.1,8,1,0,1,8,1,晴,8,1,34.9,8,1,26.5,8,1,0,1,8,1,25.8,8,1,0.0,8,1,,0,1,33.2,8,1,19.2,8,1,0,8,1,28.4,8,1,6.5,0,8,1,晴一時雨,8,1,32.1,8,1,26.1,8,1,0,1,8,1
2022/7/1,30.4,8,1,0,1,8,1,晴,8,1,37.0,8,1,25.4,8,1,0,1,8,1,20.4,8,1,0.0,0,8,1,曇一時晴,8,1,24.5,8,1,16.9,8,1,0,1,8,1,31.1,8,1,0,1,8,1,晴後一時薄曇,8,1,38.4,8,1,26.2,8,1,0,1,8,1,26.4,8,1,0.0,8,1,,0,1,33.7,8,1,19.8,8,1,0,8,1,27.1,8,1,7.0,0,8,1,曇時々雨,8,1,28.9,8,1,24.6,8,1,0,1,8,1
2022/7/2,29.5,8,1,0,1,8,1,晴一時薄曇,8,1,35.2,8,1,25.4,8,1,0,1,8,1,21.5,8,1,0.0,0,8,1,曇後一時雨,8,1,24.9,8,1,18.4,8,1,0,1,8,1,29.3,8,1,0,1,8,1,晴後一時薄曇,8,1,34.0,8,1,26.4,8,1,0,1,8,1,24.5,8,1,0.0,8,1,,0,1,31.4,8,1,17.2,8,1,0,8,1,26.8,8,1,26.5,0,8,1,雨時々曇,8,1,29.5,8,1,25.0,8,1,0,1,8,1
2022/7/3,28.9,8,1,0.0,0,8,1,曇時々雨,8,1,35.3,8,1,25.2,8,1,0,1,8,1,25.9,8,1,0,1,8,1,晴一時曇,8,1,32.0,8,1,19.0,8,1,0,1,8,1,27.9,8,1,1.5,0,8,1,曇時々雨,8,1,30.7,8,1,26.7,8,1,0,1,8,1,24.8,8,1,4.0,8,1,,0,1,27.3,8,1,22.5,8,1,0,8,1,26.5,8,1,33.5,0,8,1,曇時々雨一時晴,8,1,29.5,8,1,24.6,8,1,0,1,8,1
2022/7/4,26.5,8,1,3.5,0,8,1,雨時々曇,8,1,29.3,8,1,24.4,8,1,0,1,8,1,24.8,8,1,0.0,0,8,1,曇一時雨,8,1,31.5,8,1,20.6,8,1,0,1,8,1,26.3,8,1,4.5,0,8,1,雨,8,1,27.5,8,1,25.3,8,1,0,1,8,1,24.5,8,1,6.5,8,1,,0,1,27.3,8,1,21.7,8,1,0,8,1,28.9,8,1,0.0,0,8,1,晴,8,1,31.7,8,1,26.3,8,1,0,1,8,1
2022/7/5,26.2,8,1,2.0,0,8,1,曇後時々雨,8,1,32.1,8,1,23.9,8,1,0,1,8,1,23.6,8,1,0.0,0,8,1,曇後一時晴,8,1,27.5,8,1,20.8,8,1,0,1,8,1,25.8,8,1,44.0,0,8,1,雨時々曇,8,1,30.1,8,1,23.9,8,1,0,1,8,1,24.2,8,1,39.5,8,1,,0,1,25.9,8,1,23.1,8,1,0,8,1,28.7,8,1,0.5,0,8,1,晴後一時雨,8,1,31.4,8,1,27.1,8,1,0,1,8,1
2022/7/6,26.0,8,1,0.0,0,8,1,曇,8,1,31.1,8,1,23.6,8,1,0,1,8,1,24.8,8,1,0,1,8,1,晴,8,1,30.8,8,1,20.7,8,1,0,1,8,1,28.4,8,1,0.0,0,8,1,晴一時曇,8,1,33.1,8,1,24.2,8,1,0,1,8,1,24.6,8,1,10.5,8,1,,0,1,28.7,8,1,22.4,8,1,0,8,1,28.7,8,1,2.0,0,8,1,晴後一時雨,8,1,31.9,8,1,26.4,8,1,0,1,8,1
2022/7/7,25.5,8,1,0.0,0,8,1,曇後時々晴,8,1,31.4,8,1,23.1,8,1,0,1,8,1,25.0,8,1,0,1,8,1,晴,8,1,30.4,8,1,21.2,8,1,0,1,8,1,29.1,8,1,0,1,8,1,晴,8,1,34.4,8,1,24.8,8,1,0,1,8,1,26.6,8,1,0.0,8,1,,0,1,31.9,8,1,22.6,8,1,0,8,1,29.2,8,1,0,1,8,1,薄曇一時晴,8,1,32.3,8,1,27.2,8,1,0,1,8,1
2022/7/8,26.0,8,1,0,1,8,1,曇後晴,8,1,31.0,8,1,22.4,8,1,0,1,8,1,23.2,8,1,0,1,8,1,晴,8,1,27.2,8,1,19.6,8,1,0,1,8,1,28.0,8,1,0.0,0,8,1,曇,8,1,31.2,8,1,25.9,8,1,0,1,8,1,25.8,8,1,11.0,8,1,,0,1,30.6,8,1,22.9,8,1,0,8,1,29.3,8,1,0.0,0,8,1,薄曇時々晴一時雨,8,1,31.8,8,1,27.7,8,1,0,1,8,1
2022/7/9,26.6,8,1,0,1,8,1,薄曇後一時晴,8,1,32.0,8,1,21.8,8,1,0,1,8,1,24.2,8,1,0.0,0,8,1,曇,8,1,29.8,8,1,17.7,8,1,0,1,8,1,28.2,8,1,26.0,0,8,1,晴一時曇,8,1,32.8,8,1,24.4,8,1,0,1,8,1,25.3,8,1,36.5,8,1,,0,1,30.5,8,1,21.4,8,1,0,8,1,29.8,8,1,1.0,0,8,1,薄曇一時雨,8,1,32.2,8,1,28.1,8,1,0,1,8,1
2022/7/10,27.4,8,1,0.0,0,8,1,曇時々雨後晴,8,1,31.8,8,1,24.3,8,1,0,1,8,1,24.8,8,1,0.5,0,8,1,晴一時雨,8,1,30.0,8,1,21.7,8,1,0,1,8,1,27.4,8,1,9.0,0,8,1,曇後晴,8,1,32.1,8,1,23.8,8,1,0,1,8,1,25.7,8,1,0.0,8,1,,0,1,30.7,8,1,19.5,8,1,0,8,1,30.1,8,1,0.0,0,8,1,晴,8,1,32.8,8,1,28.5,8,1,0,1,8,1
2022/7/11,28.1,8,1,0,1,8,1,薄曇時々晴,8,1,34.4,8,1,24.9,8,1,0,1,8,1,24.3,8,1,0.0,0,8,1,晴後曇時々雨,8,1,29.0,8,1,21.6,8,1,0,1,8,1,28.4,8,1,0.0,0,8,1,曇一時雨,8,1,32.0,8,1,26.0,8,1,0,1,8,1,26.5,8,1,0.0,8,1,,0,1,31.0,8,1,22.9,8,1,0,8,1,30.0,8,1,0,1,8,1,晴,8,1,32.5,8,1,28.2,8,1,0,1,8,1
2022/7/12,25.9,8,1,32.0,0,8,1,曇一時雨,8,1,28.5,8,1,22.7,8,1,0,1,8,1,24.4,8,1,0.5,0,8,1,曇後一時雨,8,1,27.8,8,1,21.9,8,1,0,1,8,1,26.3,8,1,45.5,0,8,1,雨後曇,8,1,28.7,8,1,23.5,8,1,0,1,8,1,25.9,8,1,0.0,8,1,,0,1,29.8,8,1,22.9,8,1,0,8,1,30.0,8,1,0,1,8,1,薄曇時々晴,8,1,32.8,8,1,27.9,8,1,0,1,8,1
2022/7/13,23.7,8,1,53.0,0,8,1,雨時々曇,8,1,25.2,8,1,22.6,8,1,0,1,8,1,23.8,8,1,0.0,0,8,1,雨時々曇,8,1,27.4,8,1,21.4,8,1,0,1,8,1,27.3,8,1,0.0,0,8,1,曇一時晴,8,1,31.0,8,1,24.3,8,1,0,1,8,1,26.1,8,1,0.0,8,1,,0,1,30.4,8,1,21.0,8,1,0,8,1,30.3,8,1,0,1,8,1,晴,8,1,33.5,8,1,27.9,8,1,0,1,8,1
2022/7/14,23.8,8,1,22.5,0,8,1,雨時々曇,8,1,26.9,8,1,22.8,8,1,0,1,8,1,22.9,8,1,0,1,8,1,晴一時曇,8,1,26.4,8,1,20.8,8,1,0,1,8,1,26.0,8,1,2.0,0,8,1,雨時々曇,8,1,28.9,8,1,24.9,8,1,0,1,8,1,26.5,8,1,15.5,8,1,,0,1,29.3,8,1,24.6,8,1,0,8,1,30.2,8,1,0.0,0,8,1,晴時々薄曇,8,1,32.8,8,1,28.3,8,1,0,1,8,1
2022/7/15,23.8,8,1,61.5,0,8,1,大雨時々曇,8,1,25.3,8,1,23.0,8,1,0,1,8,1,21.2,8,1,0.0,0,8,1,曇一時雨,8,1,23.5,8,1,19.8,8,1,0,1,8,1,27.3,8,1,0.5,0,8,1,曇一時晴,8,1,32.1,8,1,24.5,8,1,0,1,8,1,24.2,8,1,35.5,8,1,,0,1,29.2,8,1,21.5,8,1,0,8,1,30.1,8,1,0.0,0,8,1,薄曇,8,1,32.7,8,1,28.5,8,1,0,1,8,1
2022/7/16,23.5,8,1,9.0,0,8,1,雨時々霧雨一時曇,8,1,24.7,8,1,22.6,8,1,0,1,8,1,20.3,8,1,1.5,0,8,1,雨時々曇,8,1,21.8,8,1,18.8,8,1,0,1,8,1,26.4,8,1,0.5,0,8,1,曇一時雨,8,1,29.0,8,1,24.9,8,1,0,1,8,1,24.9,8,1,8.5,8,1,,0,1,29.2,8,1,21.4,8,1,0,8,1,29.5,8,1,8.5,0,8,1,曇一時雨,8,1,31.9,8,1,27.2,8,1,0,1,8,1
2022/7/17,25.4,8,1,1.5,0,8,1,曇一時晴,8,1,29.8,8,1,22.1,8,1,0,1,8,1,20.3,8,1,49.0,0,8,1,大雨一時曇,8,1,23.5,8,1,19.2,8,1,0,1,8,1,27.7,8,1,0.0,0,8,1,晴時々曇,8,1,31.6,8,1,24.8,8,1,0,1,8,1,22.7,8,1,0.0,8,1,,0,1,27.0,8,1,20.3,8,1,0,8,1,29.8,8,1,0.5,0,8,1,曇,8,1,32.1,8,1,27.9,8,1,0,1,8,1
