ダウンロードした時刻：2024/01/3023:37:52

,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京
2020/5/26,12.1,8,1,0.0,0,8,1,曇一時雨,8,1,13.2,8,1,10.9,8,1,0,1,8,1,21.7,8,1,6.0,0,8,1,曇後雨,8,1,25.5,8,1,18.2,8,1,0,1,8,1,17.8,8,1,5.0,8,1,,0,1,21.7,8,1,16.1,8,1,0,8,1,26.0,8,1,0,1,8,1,晴後時々薄曇,8,1,29.4,8,1,22.5,8,1,0,1,8,1,20.9,8,1,0.5,0,8,1,曇後雨,8,1,24.3,8,1,18.6,8,1,0,1,8,1
2020/5/27,12.7,8,1,12.0,0,8,1,雨後曇,8,1,15.5,8,1,11.5,8,1,0,1,8,1,21.2,8,1,5.0,0,8,1,曇一時晴,8,1,25.8,8,1,17.6,8,1,0,1,8,1,19.9,8,1,0.5,8,1,,0,1,25.0,8,1,16.0,8,1,0,8,1,26.3,8,1,0.0,0,8,1,曇時々雨,8,1,29.0,8,1,24.7,8,1,0,1,8,1,21.4,8,1,0.0,0,8,1,曇一時晴,8,1,26.6,8,1,18.4,8,1,0,1,8,1
2020/5/28,13.3,8,1,0,1,8,1,晴後曇,8,1,17.5,8,1,10.7,8,1,0,1,8,1,21.8,8,1,0,1,8,1,晴,8,1,27.3,8,1,16.5,8,1,0,1,8,1,19.6,8,1,0.0,8,1,,0,1,24.6,8,1,15.4,8,1,0,8,1,25.5,8,1,0.0,0,8,1,曇時々晴一時雨,8,1,28.8,8,1,23.8,8,1,0,1,8,1,19.4,8,1,9.5,0,8,1,曇時々晴一時雨、雷を伴う,8,1,25.2,8,1,12.9,8,1,0,1,8,1
2020/5/29,17.8,8,1,0.0,0,8,1,晴,8,1,23.6,8,1,11.8,8,1,0,1,8,1,22.9,8,1,0,1,8,1,晴,8,1,28.5,8,1,16.8,8,1,0,1,8,1,18.7,8,1,0.0,8,1,,0,1,26.5,8,1,10.8,8,1,0,8,1,25.5,8,1,0.0,0,8,1,曇時々晴,8,1,28.6,8,1,23.1,8,1,0,1,8,1,20.7,8,1,0,1,8,1,晴,8,1,27.4,8,1,14.1,8,1,0,1,8,1
2020/5/30,21.4,8,1,0,1,8,1,快晴,8,1,29.9,8,1,13.9,8,1,0,1,8,1,23.0,8,1,0.0,0,8,1,薄曇,8,1,29.7,8,1,17.5,8,1,0,1,8,1,18.2,8,1,0.0,8,1,,0,1,23.3,8,1,12.3,8,1,0,8,1,26.6,8,1,1.5,0,8,1,曇時々雨一時晴,8,1,29.7,8,1,24.4,8,1,0,1,8,1,22.0,8,1,0,1,8,1,薄曇時々晴,8,1,27.9,8,1,17.4,8,1,0,1,8,1
2020/5/31,19.9,8,1,0,1,8,1,快晴,8,1,27.7,8,1,13.5,8,1,0,1,8,1,20.4,8,1,4.5,0,8,1,雨後曇,8,1,23.1,8,1,18.4,8,1,0,1,8,1,18.8,8,1,4.0,8,1,,0,1,22.3,8,1,15.2,8,1,0,8,1,27.1,8,1,11.5,0,8,1,晴後雨時々曇,8,1,30.7,8,1,25.1,8,1,0,1,8,1,21.3,8,1,0.0,0,8,1,曇,8,1,24.5,8,1,18.8,8,1,0,1,8,1
2020/6/1,20.9,8,1,0.0,0,8,1,晴,8,1,29.1,8,1,13.6,8,1,0,1,8,1,22.8,8,1,0.0,0,8,1,曇,8,1,27.6,8,1,18.4,8,1,0,1,8,1,21.4,8,1,0.5,8,1,,0,1,24.9,8,1,18.1,8,1,0,8,1,26.6,8,1,1.5,0,8,1,晴時々曇,8,1,29.3,8,1,24.7,8,1,0,1,8,1,19.6,8,1,4.0,0,8,1,雨時々曇,8,1,21.2,8,1,18.5,8,1,0,1,8,1
2020/6/2,19.9,8,1,0.0,0,8,1,晴時々曇,8,1,25.1,8,1,15.0,8,1,0,1,8,1,24.6,8,1,0.0,0,8,1,晴,8,1,28.9,8,1,21.6,8,1,0,1,8,1,20.8,8,1,0.0,8,1,,0,1,26.3,8,1,16.0,8,1,0,8,1,27.5,8,1,0.0,0,8,1,曇時々晴,8,1,30.4,8,1,24.7,8,1,0,1,8,1,22.3,8,1,0.0,0,8,1,曇後一時晴,8,1,26.6,8,1,18.9,8,1,0,1,8,1
2020/6/3,19.5,8,1,0.0,0,8,1,晴一時雨,8,1,24.5,8,1,14.7,8,1,0,1,8,1,24.3,8,1,0,1,8,1,曇,8,1,28.0,8,1,21.3,8,1,0,1,8,1,18.6,8,1,2.5,8,1,,0,1,24.4,8,1,13.9,8,1,0,8,1,28.1,8,1,0,1,8,1,晴時々薄曇,8,1,30.7,8,1,26.3,8,1,0,1,8,1,24.0,8,1,0.0,0,8,1,薄曇,8,1,28.5,8,1,20.9,8,1,0,1,8,1
2020/6/4,19.2,8,1,4.5,0,8,1,晴時々曇,8,1,25.0,8,1,13.6,8,1,0,1,8,1,24.8,8,1,0,1,8,1,薄曇,8,1,31.1,8,1,20.6,8,1,0,1,8,1,22.2,8,1,0.5,8,1,,0,1,27.7,8,1,18.2,8,1,0,8,1,28.5,8,1,0,1,8,1,晴,8,1,31.0,8,1,26.8,8,1,0,1,8,1,23.5,8,1,0.0,0,8,1,曇後一時晴,8,1,27.6,8,1,20.6,8,1,0,1,8,1
2020/6/5,17.7,8,1,0,1,8,1,晴,8,1,22.3,8,1,13.8,8,1,0,1,8,1,25.8,8,1,0,1,8,1,薄曇一時晴,8,1,30.5,8,1,21.8,8,1,0,1,8,1,23.6,8,1,0.0,8,1,,0,1,31.9,8,1,16.2,8,1,0,8,1,28.6,8,1,0,1,8,1,晴後時々薄曇,8,1,31.2,8,1,27.0,8,1,0,1,8,1,24.8,8,1,0,1,8,1,薄曇時々晴,8,1,29.9,8,1,20.0,8,1,0,1,8,1
2020/6/6,14.0,8,1,0.0,0,8,1,曇一時晴,8,1,17.5,8,1,11.5,8,1,0,1,8,1,25.1,8,1,0.0,0,8,1,曇,8,1,28.1,8,1,21.7,8,1,0,1,8,1,21.5,8,1,0.0,8,1,,0,1,25.5,8,1,17.0,8,1,0,8,1,28.1,8,1,27.5,0,8,1,曇時々晴,8,1,31.1,8,1,23.4,8,1,0,1,8,1,24.2,8,1,6.5,0,8,1,曇、雷を伴う,8,1,28.4,8,1,18.8,8,1,0,1,8,1
2020/6/7,13.6,8,1,0.5,0,8,1,曇一時雨後晴,8,1,17.7,8,1,10.9,8,1,0,1,8,1,24.4,8,1,0,1,8,1,快晴,8,1,31.0,8,1,19.7,8,1,0,1,8,1,22.8,8,1,0.0,8,1,,0,1,31.0,8,1,16.5,8,1,0,8,1,25.0,8,1,31.0,0,8,1,雨一時曇、雷を伴う,8,1,27.2,8,1,23.4,8,1,0,1,8,1,22.0,8,1,0.5,0,8,1,晴時々曇,8,1,27.2,8,1,17.4,8,1,0,1,8,1
2020/6/8,14.8,8,1,0.0,0,8,1,曇,8,1,17.4,8,1,12.1,8,1,0,1,8,1,24.3,8,1,0,1,8,1,晴,8,1,31.9,8,1,18.0,8,1,0,1,8,1,22.6,8,1,0.0,8,1,,0,1,31.1,8,1,15.2,8,1,0,8,1,25.2,8,1,66.0,0,8,1,曇後大雨,8,1,27.3,8,1,23.7,8,1,0,1,8,1,23.2,8,1,0.0,0,8,1,晴時々曇,8,1,28.3,8,1,19.7,8,1,0,1,8,1
2020/6/9,19.7,8,1,0,1,8,1,曇後晴,8,1,26.5,8,1,14.1,8,1,0,1,8,1,24.8,8,1,0,1,8,1,薄曇,8,1,29.3,8,1,21.6,8,1,0,1,8,1,22.4,8,1,0.0,8,1,,0,1,26.0,8,1,19.4,8,1,0,8,1,24.6,8,1,34.0,0,8,1,雨時々曇,8,1,28.2,8,1,22.4,8,1,0,1,8,1,25.5,8,1,0,1,8,1,薄曇,8,1,31.0,8,1,20.4,8,1,0,1,8,1
2020/6/10,22.0,8,1,0,1,8,1,薄曇,8,1,27.5,8,1,15.9,8,1,0,1,8,1,25.6,8,1,1.5,0,8,1,曇後一時雨,8,1,30.3,8,1,22.4,8,1,0,1,8,1,24.3,8,1,0.5,8,1,,0,1,30.4,8,1,20.0,8,1,0,8,1,27.0,8,1,2.0,0,8,1,曇一時雨,8,1,31.1,8,1,24.1,8,1,0,1,8,1,26.2,8,1,0.0,0,8,1,晴後一時曇,8,1,31.4,8,1,21.8,8,1,0,1,8,1
2020/6/11,21.6,8,1,1.5,0,8,1,曇時々雨,8,1,24.9,8,1,18.5,8,1,0,1,8,1,25.1,8,1,14.5,0,8,1,雨,8,1,26.9,8,1,23.7,8,1,0,1,8,1,22.8,8,1,143.5,8,1,,0,1,24.6,8,1,21.5,8,1,0,8,1,28.5,8,1,0,1,8,1,曇一時晴,8,1,31.2,8,1,26.8,8,1,0,1,8,1,25.1,8,1,10.0,0,8,1,曇後雨,8,1,30.5,8,1,22.7,8,1,0,1,8,1
2020/6/12,21.4,8,1,0,1,8,1,薄曇後晴,8,1,26.1,8,1,16.6,8,1,0,1,8,1,25.1,8,1,5.5,0,8,1,雨後曇,8,1,29.0,8,1,23.0,8,1,0,1,8,1,23.9,8,1,46.0,8,1,,0,1,27.2,8,1,21.6,8,1,0,8,1,28.9,8,1,0,1,8,1,晴時々曇,8,1,32.1,8,1,27.3,8,1,0,1,8,1,26.2,8,1,5.5,0,8,1,曇一時晴,8,1,31.6,8,1,22.9,8,1,0,1,8,1
2020/6/13,21.7,8,1,2.5,0,8,1,晴後曇一時雨、雷を伴う,8,1,30.0,8,1,15.5,8,1,0,1,8,1,24.9,8,1,24.0,0,8,1,雨時々曇,8,1,28.0,8,1,23.6,8,1,0,1,8,1,24.9,8,1,80.5,8,1,,0,1,25.8,8,1,23.6,8,1,0,8,1,29.0,8,1,0,1,8,1,晴,8,1,32.0,8,1,27.2,8,1,0,1,8,1,21.3,8,1,35.5,0,8,1,大雨,8,1,24.3,8,1,19.1,8,1,0,1,8,1
2020/6/14,21.3,8,1,0,1,8,1,曇,8,1,26.1,8,1,15.5,8,1,0,1,8,1,25.8,8,1,10.5,0,8,1,曇時々雨,8,1,30.7,8,1,23.5,8,1,0,1,8,1,24.7,8,1,77.5,8,1,,0,1,25.9,8,1,23.5,8,1,0,8,1,29.2,8,1,0,1,8,1,晴後薄曇,8,1,31.8,8,1,27.5,8,1,0,1,8,1,21.7,8,1,5.5,0,8,1,雨時々曇,8,1,24.0,8,1,19.9,8,1,0,1,8,1
2020/6/15,20.4,8,1,0.0,0,8,1,晴時々雨一時曇,8,1,25.0,8,1,16.1,8,1,0,1,8,1,26.7,8,1,0,1,8,1,薄曇時々晴,8,1,30.4,8,1,24.0,8,1,0,1,8,1,22.1,8,1,29.5,8,1,,0,1,25.3,8,1,18.0,8,1,0,8,1,29.0,8,1,0,1,8,1,晴時々薄曇,8,1,31.5,8,1,27.3,8,1,0,1,8,1,25.9,8,1,0,1,8,1,薄曇,8,1,32.6,8,1,21.0,8,1,0,1,8,1
2020/6/16,17.6,8,1,2.0,0,8,1,曇時々雨,8,1,20.6,8,1,15.2,8,1,0,1,8,1,25.6,8,1,0.0,0,8,1,晴時々曇,8,1,30.0,8,1,21.9,8,1,0,1,8,1,22.0,8,1,0.0,8,1,,0,1,29.4,8,1,16.9,8,1,0,8,1,29.0,8,1,0,1,8,1,薄曇時々晴,8,1,31.3,8,1,27.6,8,1,0,1,8,1,25.5,8,1,0.0,0,8,1,曇後晴,8,1,30.5,8,1,21.8,8,1,0,1,8,1
2020/6/17,15.6,8,1,1.0,0,8,1,曇時々晴一時雨,8,1,19.3,8,1,14.2,8,1,0,1,8,1,24.8,8,1,0,1,8,1,晴後薄曇,8,1,30.9,8,1,19.6,8,1,0,1,8,1,21.6,8,1,0.0,8,1,,0,1,28.8,8,1,17.4,8,1,0,8,1,29.2,8,1,0,1,8,1,薄曇時々晴,8,1,31.8,8,1,27.6,8,1,0,1,8,1,23.6,8,1,0,1,8,1,晴一時薄曇,8,1,28.8,8,1,19.3,8,1,0,1,8,1
2020/6/18,16.4,8,1,3.5,0,8,1,曇一時雨,8,1,21.4,8,1,14.2,8,1,0,1,8,1,20.9,8,1,45.5,0,8,1,雨,8,1,24.4,8,1,17.8,8,1,0,1,8,1,22.8,8,1,58.0,8,1,,0,1,25.5,8,1,17.7,8,1,0,8,1,29.4,8,1,0.0,0,8,1,薄曇,8,1,31.7,8,1,27.9,8,1,0,1,8,1,22.1,8,1,2.0,0,8,1,曇後一時雨,8,1,25.5,8,1,19.6,8,1,0,1,8,1
2020/6/19,15.3,8,1,0.0,0,8,1,曇一時霧雨,8,1,16.9,8,1,14.3,8,1,0,1,8,1,19.9,8,1,47.0,0,8,1,雨時々曇,8,1,22.0,8,1,17.9,8,1,0,1,8,1,21.0,8,1,193.0,8,1,,0,1,25.0,8,1,16.6,8,1,0,8,1,29.6,8,1,0.0,0,8,1,薄曇,8,1,32.2,8,1,28.1,8,1,0,1,8,1,18.7,8,1,50.0,0,8,1,大雨,8,1,19.8,8,1,18.0,8,1,0,1,8,1
2020/6/20,14.9,8,1,0.0,0,8,1,曇時々晴,8,1,17.9,8,1,13.9,8,1,0,1,8,1,22.7,8,1,0.0,0,8,1,曇後一時晴,8,1,26.7,8,1,19.3,8,1,0,1,8,1,19.5,8,1,0.0,8,1,,0,1,26.2,8,1,15.0,8,1,0,8,1,29.3,8,1,0.0,0,8,1,薄曇後時々晴,8,1,31.8,8,1,27.7,8,1,0,1,8,1,22.9,8,1,0,1,8,1,曇時々晴,8,1,28.7,8,1,17.1,8,1,0,1,8,1
2020/6/21,15.9,8,1,0.0,0,8,1,曇時々晴,8,1,21.6,8,1,13.3,8,1,0,1,8,1,23.7,8,1,0,1,8,1,曇時々晴,8,1,29.1,8,1,18.1,8,1,0,1,8,1,19.2,8,1,0.0,8,1,,0,1,22.6,8,1,15.2,8,1,0,8,1,29.2,8,1,0.0,0,8,1,薄曇一時雨,8,1,31.6,8,1,28.0,8,1,0,1,8,1,21.9,8,1,2.5,0,8,1,曇時々雨,8,1,26.5,8,1,17.9,8,1,0,1,8,1
2020/6/22,16.7,8,1,0.0,0,8,1,曇一時雨,8,1,18.5,8,1,14.3,8,1,0,1,8,1,25.2,8,1,0,1,8,1,曇後一時晴,8,1,28.9,8,1,22.6,8,1,0,1,8,1,22.1,8,1,0.0,8,1,,0,1,29.4,8,1,14.1,8,1,0,8,1,27.6,8,1,20.0,0,8,1,雨時々曇,8,1,29.3,8,1,26.1,8,1,0,1,8,1,19.2,8,1,27.5,0,8,1,雨,8,1,21.0,8,1,17.6,8,1,0,1,8,1
2020/6/23,19.7,8,1,0,1,8,1,曇,8,1,25.6,8,1,16.8,8,1,0,1,8,1,26.6,8,1,0,1,8,1,晴,8,1,32.9,8,1,20.7,8,1,0,1,8,1,24.0,8,1,0.0,8,1,,0,1,32.1,8,1,16.3,8,1,0,8,1,28.1,8,1,39.0,0,8,1,曇一時大雨、雷を伴う,8,1,31.1,8,1,25.6,8,1,0,1,8,1,22.3,8,1,3.0,0,8,1,曇一時雨,8,1,27.2,8,1,18.0,8,1,0,1,8,1
2020/6/24,20.3,8,1,0.0,0,8,1,曇一時晴,8,1,26.2,8,1,16.6,8,1,0,1,8,1,26.2,8,1,0.0,0,8,1,晴後時々薄曇,8,1,31.4,8,1,22.6,8,1,0,1,8,1,23.8,8,1,0.0,8,1,,0,1,30.0,8,1,18.5,8,1,0,8,1,28.6,8,1,10.5,0,8,1,薄曇,8,1,32.3,8,1,26.2,8,1,0,1,8,1,22.5,8,1,0.0,0,8,1,曇一時雨後一時晴,8,1,26.8,8,1,19.3,8,1,0,1,8,1
2020/6/25,17.5,8,1,0.5,0,8,1,雨時々曇,8,1,18.9,8,1,16.2,8,1,0,1,8,1,25.7,8,1,1.5,0,8,1,曇一時雨,8,1,27.4,8,1,23.2,8,1,0,1,8,1,25.3,8,1,5.5,8,1,,0,1,28.7,8,1,20.7,8,1,0,8,1,27.1,8,1,21.5,0,8,1,曇時々雨、雷を伴う,8,1,30.1,8,1,24.4,8,1,0,1,8,1,20.2,8,1,14.5,0,8,1,曇時々雨,8,1,23.3,8,1,17.9,8,1,0,1,8,1
2020/6/26,17.2,8,1,1.0,0,8,1,雨時々曇,8,1,19.1,8,1,15.3,8,1,0,1,8,1,27.8,8,1,0.0,0,8,1,曇時々晴,8,1,31.4,8,1,25.0,8,1,0,1,8,1,25.5,8,1,13.0,8,1,,0,1,28.0,8,1,23.7,8,1,0,8,1,26.5,8,1,31.5,0,8,1,大雨,8,1,28.1,8,1,23.5,8,1,0,1,8,1,24.7,8,1,0.0,0,8,1,曇後晴,8,1,30.9,8,1,19.7,8,1,0,1,8,1
2020/6/27,18.3,8,1,3.0,0,8,1,曇一時雨,8,1,21.6,8,1,15.0,8,1,0,1,8,1,27.0,8,1,0.0,0,8,1,曇,8,1,29.4,8,1,24.6,8,1,0,1,8,1,23.7,8,1,93.5,8,1,,0,1,25.8,8,1,22.0,8,1,0,8,1,27.4,8,1,50.0,0,8,1,晴一時雨,8,1,31.2,8,1,23.1,8,1,0,1,8,1,25.5,8,1,0.0,0,8,1,曇,8,1,29.3,8,1,22.2,8,1,0,1,8,1
2020/6/28,17.8,8,1,18.0,0,8,1,曇時々雨,8,1,21.5,8,1,15.9,8,1,0,1,8,1,24.9,8,1,6.5,0,8,1,曇一時雨,8,1,27.7,8,1,22.4,8,1,0,1,8,1,24.2,8,1,14.5,8,1,,0,1,29.1,8,1,18.8,8,1,0,8,1,29.0,8,1,0,1,8,1,薄曇一時晴,8,1,30.9,8,1,27.5,8,1,0,1,8,1,22.2,8,1,30.0,0,8,1,雨後曇,8,1,24.9,8,1,20.5,8,1,0,1,8,1
2020/6/29,16.8,8,1,13.5,0,8,1,雨一時曇,8,1,20.4,8,1,15.7,8,1,0,1,8,1,25.8,8,1,0.0,0,8,1,晴後薄曇,8,1,31.1,8,1,20.5,8,1,0,1,8,1,21.7,8,1,9.0,8,1,,0,1,27.8,8,1,17.7,8,1,0,8,1,29.4,8,1,0.0,0,8,1,晴後薄曇,8,1,32.1,8,1,27.9,8,1,0,1,8,1,24.9,8,1,0,1,8,1,晴,8,1,29.8,8,1,20.1,8,1,0,1,8,1
2020/6/30,19.8,8,1,0.0,0,8,1,曇時々晴一時雨,8,1,23.4,8,1,15.6,8,1,0,1,8,1,25.0,8,1,29.5,0,8,1,雨,8,1,27.7,8,1,21.3,8,1,0,1,8,1,22.5,8,1,146.5,8,1,,0,1,25.2,8,1,20.0,8,1,0,8,1,29.8,8,1,0.0,0,8,1,薄曇時々晴,8,1,32.2,8,1,28.3,8,1,0,1,8,1,24.6,8,1,15.5,0,8,1,曇後雨,8,1,27.7,8,1,22.2,8,1,0,1,8,1
2020/7/1,20.7,8,1,0.5,0,8,1,曇時々晴一時雨,8,1,26.1,8,1,18.8,8,1,0,1,8,1,25.8,8,1,6.0,0,8,1,曇時々晴,8,1,29.0,8,1,23.3,8,1,0,1,8,1,20.7,8,1,0.0,8,1,,0,1,23.9,8,1,16.6,8,1,0,8,1,27.7,8,1,30.5,0,8,1,曇後雨、雷を伴う,8,1,31.1,8,1,24.1,8,1,0,1,8,1,25.1,8,1,21.0,0,8,1,曇時々雨,8,1,26.7,8,1,22.7,8,1,0,1,8,1
2020/7/2,18.3,8,1,17.0,0,8,1,雨一時霧雨,8,1,19.6,8,1,16.8,8,1,0,1,8,1,24.4,8,1,0,1,8,1,晴時々曇,8,1,28.0,8,1,21.7,8,1,0,1,8,1,21.7,8,1,0.0,8,1,,0,1,28.6,8,1,14.5,8,1,0,8,1,27.9,8,1,49.5,0,8,1,曇一時雨,8,1,30.2,8,1,24.6,8,1,0,1,8,1,25.9,8,1,0.5,0,8,1,晴,8,1,30.8,8,1,21.7,8,1,0,1,8,1
2020/7/3,19.7,8,1,0,1,8,1,晴一時曇,8,1,23.4,8,1,16.6,8,1,0,1,8,1,22.0,8,1,38.5,0,8,1,雨一時曇,8,1,23.3,8,1,20.5,8,1,0,1,8,1,20.2,8,1,90.5,8,1,,0,1,24.8,8,1,17.8,8,1,0,8,1,28.7,8,1,2.0,0,8,1,曇,8,1,32.1,8,1,25.3,8,1,0,1,8,1,23.8,8,1,6.0,0,8,1,曇時々雨,8,1,28.7,8,1,20.3,8,1,0,1,8,1
2020/7/4,19.5,8,1,0,1,8,1,薄曇,8,1,22.2,8,1,16.5,8,1,0,1,8,1,24.1,8,1,31.0,0,8,1,曇時々雨,8,1,28.1,8,1,20.3,8,1,0,1,8,1,23.7,8,1,40.5,8,1,,0,1,27.1,8,1,21.6,8,1,0,8,1,29.2,8,1,0,1,8,1,曇,8,1,31.7,8,1,28.1,8,1,0,1,8,1,23.8,8,1,25.5,0,8,1,曇時々雨,8,1,27.7,8,1,20.0,8,1,0,1,8,1
2020/7/5,20.8,8,1,0,1,8,1,晴時々曇,8,1,27.5,8,1,15.3,8,1,0,1,8,1,25.7,8,1,7.5,0,8,1,曇一時雨後時々晴,8,1,29.9,8,1,22.9,8,1,0,1,8,1,23.3,8,1,12.0,8,1,,0,1,26.8,8,1,21.2,8,1,0,8,1,29.4,8,1,1.0,0,8,1,薄曇一時晴,8,1,32.1,8,1,27.6,8,1,0,1,8,1,24.9,8,1,3.5,0,8,1,曇時々雨,8,1,28.1,8,1,23.2,8,1,0,1,8,1
2020/7/6,22.0,8,1,0,1,8,1,晴,8,1,28.6,8,1,17.3,8,1,0,1,8,1,25.8,8,1,41.0,0,8,1,雨,8,1,28.0,8,1,23.6,8,1,0,1,8,1,24.1,8,1,127.5,8,1,,0,1,26.8,8,1,21.1,8,1,0,8,1,29.9,8,1,0.0,0,8,1,晴,8,1,32.4,8,1,28.1,8,1,0,1,8,1,24.8,8,1,40.5,0,8,1,雨時々曇,8,1,26.9,8,1,22.8,8,1,0,1,8,1
2020/7/7,21.9,8,1,25.5,0,8,1,曇後雨,8,1,27.0,8,1,18.2,8,1,0,1,8,1,26.1,8,1,9.5,0,8,1,雨時々曇,8,1,29.1,8,1,23.2,8,1,0,1,8,1,24.2,8,1,357.5,8,1,,0,1,26.1,8,1,21.1,8,1,0,8,1,29.8,8,1,0.0,0,8,1,薄曇一時晴,8,1,32.6,8,1,27.4,8,1,0,1,8,1,27.2,8,1,0.5,0,8,1,曇時々雨,8,1,29.3,8,1,25.1,8,1,0,1,8,1
2020/7/8,21.8,8,1,5.5,0,8,1,曇時々雨,8,1,25.6,8,1,19.6,8,1,0,1,8,1,24.6,8,1,62.0,0,8,1,曇時々雨、雷を伴う,8,1,29.9,8,1,21.9,8,1,0,1,8,1,23.9,8,1,39.0,8,1,,0,1,27.9,8,1,21.5,8,1,0,8,1,29.7,8,1,0.0,0,8,1,曇,8,1,32.3,8,1,28.4,8,1,0,1,8,1,26.0,8,1,3.0,0,8,1,曇時々雨,8,1,28.5,8,1,23.6,8,1,0,1,8,1
2020/7/9,23.4,8,1,0.0,0,8,1,曇時々晴,8,1,27.8,8,1,19.4,8,1,0,1,8,1,25.4,8,1,3.0,0,8,1,曇時々雨,8,1,27.6,8,1,23.4,8,1,0,1,8,1,22.3,8,1,35.5,8,1,,0,1,25.2,8,1,20.0,8,1,0,8,1,29.7,8,1,2.0,0,8,1,曇一時雨,8,1,32.3,8,1,27.5,8,1,0,1,8,1,23.7,8,1,14.0,0,8,1,雨一時曇,8,1,26.1,8,1,22.3,8,1,0,1,8,1
2020/7/10,23.1,8,1,0,1,8,1,晴後一時曇,8,1,29.3,8,1,18.6,8,1,0,1,8,1,26.0,8,1,21.5,0,8,1,雨時々曇,8,1,29.1,8,1,23.5,8,1,0,1,8,1,23.6,8,1,57.0,8,1,,0,1,25.9,8,1,21.5,8,1,0,8,1,30.1,8,1,0,1,8,1,晴時々曇,8,1,33.0,8,1,28.3,8,1,0,1,8,1,25.3,8,1,0.5,0,8,1,雨時々曇,8,1,28.1,8,1,22.7,8,1,0,1,8,1
2020/7/11,20.8,8,1,0,1,8,1,薄曇,8,1,24.0,8,1,19.1,8,1,0,1,8,1,27.1,8,1,9.5,0,8,1,曇時々雨,8,1,29.7,8,1,25.2,8,1,0,1,8,1,24.1,8,1,225.5,8,1,,0,1,25.8,8,1,21.6,8,1,0,8,1,30.3,8,1,0,1,8,1,晴,8,1,33.4,8,1,28.2,8,1,0,1,8,1,27.5,8,1,2.0,0,8,1,曇時々雨,8,1,31.2,8,1,24.8,8,1,0,1,8,1
2020/7/12,21.0,8,1,0,1,8,1,曇後晴,8,1,25.5,8,1,18.8,8,1,0,1,8,1,25.5,8,1,0.0,0,8,1,曇,8,1,29.6,8,1,22.2,8,1,0,1,8,1,23.0,8,1,23.5,8,1,,0,1,25.6,8,1,21.3,8,1,0,8,1,30.1,8,1,0,1,8,1,晴,8,1,33.6,8,1,27.8,8,1,0,1,8,1,26.0,8,1,0.5,0,8,1,曇,8,1,32.5,8,1,19.9,8,1,0,1,8,1
2020/7/13,20.0,8,1,0.0,0,8,1,曇一時雨,8,1,22.9,8,1,18.2,8,1,0,1,8,1,21.1,8,1,16.5,0,8,1,雨,8,1,22.3,8,1,19.5,8,1,0,1,8,1,25.2,8,1,0.0,8,1,,0,1,28.9,8,1,20.2,8,1,0,8,1,30.4,8,1,0,1,8,1,晴後薄曇,8,1,34.1,8,1,28.4,8,1,0,1,8,1,21.0,8,1,6.0,0,8,1,曇時々雨,8,1,25.2,8,1,18.7,8,1,0,1,8,1
2020/7/14,20.6,8,1,0,1,8,1,曇後晴,8,1,25.8,8,1,17.6,8,1,0,1,8,1,24.1,8,1,49.5,0,8,1,大雨後曇,8,1,26.7,8,1,21.0,8,1,0,1,8,1,21.9,8,1,119.5,8,1,,0,1,26.1,8,1,19.4,8,1,0,8,1,29.8,8,1,2.5,0,8,1,晴時々曇一時雨,8,1,32.6,8,1,27.5,8,1,0,1,8,1,22.3,8,1,6.0,0,8,1,雨後曇,8,1,23.7,8,1,20.6,8,1,0,1,8,1
2020/7/15,20.6,8,1,0,1,8,1,曇後晴,8,1,25.1,8,1,17.2,8,1,0,1,8,1,23.9,8,1,2.5,0,8,1,曇,8,1,27.3,8,1,21.7,8,1,0,1,8,1,20.4,8,1,3.0,8,1,,0,1,23.0,8,1,19.0,8,1,0,8,1,29.8,8,1,9.0,0,8,1,薄曇後一時雨,8,1,32.8,8,1,27.1,8,1,0,1,8,1,20.4,8,1,6.5,0,8,1,雨,8,1,22.0,8,1,17.7,8,1,0,1,8,1
2020/7/16,20.0,8,1,0.0,0,8,1,曇,8,1,24.1,8,1,17.5,8,1,0,1,8,1,25.5,8,1,0,1,8,1,曇一時晴,8,1,30.5,8,1,21.6,8,1,0,1,8,1,21.3,8,1,0.0,8,1,,0,1,26.1,8,1,18.2,8,1,0,8,1,28.3,8,1,21.0,0,8,1,曇時々雨、雷を伴う,8,1,30.8,8,1,24.9,8,1,0,1,8,1,20.7,8,1,0.5,0,8,1,曇,8,1,24.6,8,1,17.4,8,1,0,1,8,1
